Unnamed: 0,image_link,group_id,entity_name,entity_value,tags,text,extracted_value
49,https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,61AHQ35poHL,"""Your Old and Close Friend Ever!"" 
""How to Make"" 
""1 tablet"" 
Water 
(10oz) 
Boil M
""3 min."" M
",10 oz
2,https://m.media-amazon.com/images/I/61BZ4zrjZXL.jpg,459516,item_weight,0.709 gram,61BZ4zrjZXL,"""Serving Size:1 Tablet (0.709 g)Each serving contains (Approx.Values)""   
Ingredient Ingredient Qty./Serving ""%RDA""""""
""*PHOSPHOcomplexSilybin (Sillybum marianum)"" ""*PHOSPHOcomplexSilybin (Sillybum marianum)"" ""200 mg"" **
""Dandelion Taraxacum officinale) leaf extract-101"" ""Dandelion Taraxacum officinale) leaf extract-101"" ""100 mg"" **
""Kutki Picrorhiza kurroa)rhizome extract-0.5%Bitters"" ""Kutki Picrorhiza kurroa)rhizome extract-0.5%Bitters"" ""50 mg"" **
""Kasani Cichorium intybus seed extract-1%Bitters"" ""Kasani Cichorium intybus seed extract-1%Bitters"" ""25 mg"" **
""Punarnava Boerhavia diffusa root extract-0.07%alkaloids"" ""Punarnava Boerhavia diffusa root extract-0.07%alkaloids"" ""25 mg"" **
""Bhui amla Phyllanthus amarusWP extract-0.5%Bitters"" ""Bhui amla Phyllanthus amarusWP extract-0.5%Bitters"" ""25 mg"" 
""Amla (Phyllanthus emblica) fruit extract-10%Tannins"" ""Amla (Phyllanthus emblica) fruit extract-10%Tannins"" ""25 mg"" 
""Licorice (Glycyrrhiza glabra) root extract- 5%Glycyrrhizin"" ""Licorice (Glycyrrhiza glabra) root extract- 5%Glycyrrhizin"" ""25 mg"" 
""Vitamin E"" ""Vitamin E"" ""10 mg"" 100
""Piper nigrum fruit extract-95%Piperine"" ""Piper nigrum fruit extract-95%Piperine"" ""5 mg"" **
""NUTRITIONAL INFORMATION PER SERVING (APPROX.VALUES)""   
Nutrients Nutrients Qty./Serving %RDA#
Energy 3.04kcal 0.13 
Carbohydrate Carbohydrate ""0.51 g"" **
(Sugars) (Sugars) ""0.2 g"" **
Protein ""0.04 g"" 0.07 
Fat 6600 ** 
""%RDA values established as per ICMR 2010 for sedentary lifestyle-Men"" ""%RDA values established as per ICMR 2010 for sedentary lifestyle-Men""  
""**% RDA not established by ICMR"" ""**% RDA not established by ICMR""  
",0.709 g
94,https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram,61Dq3LRei9L,"""SILICONE RINGS""
",
62,https://m.media-amazon.com/images/I/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,61Fwq4GeTmL,"Install 
6.600lm 
""bianco naturale"" 
IP65 
x2 
120cm 
",
42,https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,61HXgujoxpL,,
80,https://m.media-amazon.com/images/I/61I0O1qJbhS.jpg,767202,item_weight,60.0 pound,61I0O1qJbhS,"""des Druckers um bis zu 60% und behalten dabe""
""den hohen technischen Parameterund die""
Druckqualitatbei.
",
0,https://m.media-amazon.com/images/I/61I9XdN6OFL.jpg,748919,item_weight,500.0 gram,61I9XdN6OFL,"NATURE
""INGREDIENT MENAGER""
MULTI-USAGE
TERREDE
SOMMIERES
100%NATUREL
""Argile 100% pure et naturelle, la terre de""
""Sommieres presente des proprietes absorbantes""
""recalcitrantes sur toutes les surfaces (moquette,""
""tapis, parquet...). Elle est aussi efficace pour""
""desodoriser le linge.""
IngredientBentonite
""Dosage conseille Selon usag.""
100%
500g
",500 g
5,https://m.media-amazon.com/images/I/61QsBSE7jgL.jpg,731432,item_weight,1400 milligram,61QsBSE7jgL,"""Naturally-Sourced Psyllium"" HIGHSTRENGTH HIGHSTRENGTH 
""per serving"" HUSK  
1400MG ""PLANTAGO OVATA"" ""PLANTAGO OVATA"" 
""Suitable for Vegans & Vegetarians""   
FOOD   
SUPPLEMENT 365 VEGAN 
  Horbaach 
",1400 MG
68,https://m.media-amazon.com/images/I/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,61SmT8pkLtL," 100%S0Y  
""AROMATHERAPY CANDLE"" ""AROMATHERAPY CANDLE"" ""AROMATHERAPY CANDLE"" 
  ALL-NATURAL 
100%BOTANICAL  HEMPWICK 
""PLANT TERPENES""   
2GRAMSPERCANDLE   
  100%SOY 
  CLEANEST 
REAL  BURNINGWAX 
20ZJAR   
WITHLID   
 ""SOFT-TOUCH""""""  
 MATTEFINISH  
",
50,https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,61WFh8RCQYL,"""Breathable & Easy to Clean."" ""Breathable & Easy to Clean."" ""Breathable & Easy to Clean.""    
""Weight: 0.8KG""      
   OVNVHZ   
     45CM 
MODE: MODE:     
BELLE BELLE     
DE  38CM    
UI UI     
 26CM  28CM   
      
",0.8 KG
27,https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,61XGDKap+JL,"PAR 1580
",
56,https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,61c+hSNnnZL,"PINA
DESHIDRATADA
""65-70 UNIDADES""
.
",
91,https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,601746,item_weight,26.0 gram,61cMeogK8gL,"""BALL DIAMETER: 74Mm""
""NUMBER OF HOLES: 4O""
",
73,https://m.media-amazon.com/images/I/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,61d6Kj80QSL," Naturals  
DATESYRUP   
  M 
uantoMilletex uantoMilletex  
MILLET ""MILLET SHORTBREAD""  
   
   
   
  DELICIOUS, 
  HEALTHY& 
  GREATFOR 
  DIGESTION 
ENERGYFROM   
SUPERFOOD   
""FOR ALL AGE""   
GROUPS.   
""PSYLUOM HUSK""   
MOLTIGRAIN   
 ""Net Weight 200gm""  
",200 t
81,https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,369753,item_volume,3.0 cubic foot,61eOO5IW4NL,"""1 TEST"" 2PREP
""Take a easy skin allergy test"" ""Skin care and moisturizing before use""
""3 CUT"" 4STICK
""Cut to the size as required"" ""Cover the areas that need""
",
54,https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,61hWZdkq6WL,"""PROTEN 9O""  
""del siero del latte isolate e vitamine."" FREE 
""Con edulcoranti. Ultrasolubile."" FREE 
""Food supplement of micro-ultrafiltered"" STEVIOL 
""With sweeteners.Ultrasoluble.""  
""30 dosi /servings""  
",
96,https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,459516,item_weight,500 milligram,61kyBEJYDeL,"GREEN  
COFFEE  
""BURN FAT""  
""Improves Digestion*"" ""Improves Digestion*"" 60.0
""Dietary Supplement"" CAPSULES 
",
37,https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,61o2ntPNNgL,"ZFREEWHEELS 800W36V 
GABELMINDESTBREITE135MM GABELMINDESTBREITE135MM 
""HINTERRADMIT BRUSHLESSMOTOR"" ""HINTERRADMIT BRUSHLESSMOTOR"" 
",
36,https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,61o2ntPNNgL,"ZFREEWHEELS 800W36V 
GABELMINDESTBREITE135MM GABELMINDESTBREITE135MM 
""HINTERRADMIT BRUSHLESSMOTOR"" ""HINTERRADMIT BRUSHLESSMOTOR"" 
",
11,https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,308856,item_weight,10 kilogram to 15 kilogram,61oMj2iXOuL,"XS S   XL 
""1,3 cm"" ""2 cm"" ""2,5 cm"" ""3 cm"" ""3,5 cm"" 
1 ""12 cm"" ""13 cm"" ""14 cm"" ""15 cm"" ""16 cm""
""<10 kg"" ""10-15 kg"" ""15-25 kg"" ""25-45 kg"" ""> 45 kg"" 
",10 kg
22,https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,61sQ+qAKr4L," ""925 SterlingSilver"" 
 ""18K Gold Plated"" 
""0.28 INCH""  
7MM  
 ""High Polish"" 
""0.07 INCH""  
(1.8MM)  
 ""16+2 INCH Extend Chain"" 
""Net Weight: 2.7G"" (405MM+50MM) 
""Manual measurement, the size may be slightly different from the physical."" ""Manual measurement, the size may be slightly different from the physical."" 
",2.7 G
58,https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,61sx0ezNNLL,"MUSCLE MUSCLE MUSCLE  
""MASS GAINER"" ""MASS GAINER"" ""MASS GAINER"" ""MASS GAINER"" 
609 1012 200g 12g 
PROTEIN CALORIES CRARBS BCAR 
100%    
""PURE INGREDIENTS""    
CHOCOLATE    
MILKSHAKE    
ZERO   NETWT.1KG 
",200 g
21,https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,61wzlucTREL,"""STRETCHABLE AND"" ""BLACKFABRIC BLOCKS"" ""BLACKFABRIC BLOCKS"" 
FORMFITTING ""THE LIGHT"" ""THE LIGHT"" 
 ""EXPERT-GRADE GEL"" ""EXPERT-GRADE GEL"" 
 ""NON-TOXIC NO SMELL"" ""NON-TOXIC NO SMELL"" 
""FLEXIBLE COMFORTABLE FOR""   
""COLD ORHOTTHERAPY"" ""3.1 in""  
  5.3 
  5 
""22.2 in""   
",
52,https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,61x6RSjwQIL,"0.55inch 0.78inch  
0.55inch-  0.66inch 
  ""Weight: 10g"" 
""20""""+ 2"""" Extension"" ""Moderate thickness"" ""Rotatable screws,"" 
""Chain Length"" ""suitable for ashes"" ""tightly fixed"" 
",10 g
30,https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,71+fn9TWQmL,"""50 mI"" ""50 mI""     
Carvomin R     
      
Verdauungstropfen      
""18,55 g/20 ml""      
      
""Flussigkeit zum Einnehmen""      
 157     
     ""50 ml Wirkstoff: Ase"" 
     Benediktenkrau! 
    Carvomin Verdauungstuco 
    Verdauungstropfen ""keit enthalten"" 
  16.0  ""18,55 g/20 ml"" ferminzblattem 
Wirkstoff:    ""Flussigkeit zum"" ""Enthalt 58V"" 
""Auszug aus einer Mischung""    Einnehmen ""mittel fur Kinte"" 
""Auszug aus einer Mischung""     ""lagern.Das A"" 
""von Angelikawurzeln""     ausschlieBlichar 
""Benediktenkraut und""     Krankheitssymoon 
Pfefferminzblattern     Packungsbeilag 
     ""eine andere ne"" 
KLONGE     tieren.Reg-N. 
KLONGE    ""Zur Anwendung"" ""Klinge Pharma"" 
PHARMA    ""bei Erwachsenen""  
",18.55 g
34,https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,71004c9tzfL,"    25  
USB CHARGING "" PORTS""  50 % 
  MODEE UP DOWN  
",
51,https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram,711SATIDrmL,"""Battery Capacity""  1300mAh 
""Discharage Rate""  100C 
""Battery Voltage""  ""14.8 V"" 
""Cell Configuration""  4S 
""Connector Type""  ""XT60 P|ug"" 
""Balancer Connector Type""  JST-XHR 
  ""Weight: 169g"" 
LDECOD  ""1.38 Inches"" 
1300 mAh  
LiPo4S14.8V19.24WH LiPo4S14.8V19.24WH  
   
  ""1.26 Inches"" 
TO ""2.83 Inches"" ""2.83 Inches"" 
T30   
",169 g
79,https://m.media-amazon.com/images/I/713twQgCHSL.jpg,487566,item_weight,5.0 kilogram,713twQgCHSL,"0-6MONTHS 
Kgs ""UPTO 5 KGS""
",5 KGS
28,https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,715vVcWJxGL,"NUVIDA  
""NATURAL HEALTH""  
""CRANBERRY EXTRACT"" ""High Strength Extract for"" ""CRANBERRY EXTRACT""
""SUITABLE FOR VEGETARIANS AND VEGANS"" ""SUITABLE FOR VEGETARIANS AND VEGANS"" ""SUITABLE FOR VEGETARIANS AND VEGANS""
 FoodSupplement 
",
82,https://m.media-amazon.com/images/I/716AQpAJjZL.jpg,731432,item_weight,227 gram,716AQpAJjZL,"""Store in a cool,""  
""dry place after""  
opening  
IROU Collagen 
Chewable ""Peptides Powder"" 
C-500 ""Joint and Bone Health"" 
C-500 Astaxanthin ""Clinically Tested""
""Antioxidant Protection"" 4mg ""NET WT.8 OZ.(227g)""
""Naturally Sweetenec"" ""NET WT.8 OZ.(227g)"" 
""Cellular Protection""  
""Potent Free Radical Neu""  
",4 mg
78,https://m.media-amazon.com/images/I/718EdwGgyVL.jpg,365637,item_weight,200.0 gram,718EdwGgyVL,"""TWO OTHER DIFFERENT""  ""TWO OTHER DIFFERENT"" ""TWO OTHER DIFFERENT"" 
  FLAVOURS  
DuartoMlle Quantum DrantoMiulete Quantum 
Naturals  Quantum Quantum 
Naturals  Naturals Naturals 
OuantoMill  OuantoMill OuantoMilletex 
""MILLET SHORTBREAD"" LE ""MILLET SHORTBREAD""  
 LE ""MILLET SHORTBREAD"" ""MILLET SHORTBREAD"" 
    
    
    
""Sweetened with Date Syrup""  ""Sweetened with Coco Butter""  
  ""Sweetened with Coco Butter"" ""Sweetened with Jaggery"" 
    
    
    
""Net Weight200 gm""  ""Net Weight200gm"" ""Net Weight200gm"" 
",
33,https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,71D824lbRvL,"1855g20m Carvomin
1855g20m Verdauungstropfen
""18,55 g/20 ml"" 
""Flussigkeit zum Einnehmen"" 
Wirkstoff: 
""Auszug aus einer Mischung"" 
""von Angelikawurzeln,"" 
""Benediktenkraut und"" 
Pfefferminzblattern 
KLONGE 
PHARMA 
",18.55 g
7,https://m.media-amazon.com/images/I/71DiLRHeZdL.jpg,731432,item_weight,1400 milligram,71DiLRHeZdL,"  WHEAT  
  FREE  
    
    
PSYLLIOM PSYLLIOM PSYLLIOM  
   SOY 
HUSK   FREE 
    
1400MG    
""PLANT SEEDS"" ""PLANT SEEDS""   
  DAIRY  
 VEGAN FREE  
365 CAPSULES   
FOOD    
SUPPLEMENT    
  FREEFROM  
  PRESERVATIVES  
   Horbaach 
",1400 MG
55,https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,71E7CU55dcL,"Specifications: Specifications:  
""Material:: borosilicate glass"" ""Material:: borosilicate glass""  
Weight: ""3- Natural, Pink, Gold"" ""9,5 cm"" 
Volume: :180ml  
Shape: "".Shiba Inu""  
  ""6 cm"" 
",
60,https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,71E9iF-bmKL," EXTREME EXTREME   GAINS 
     ""Support Weight &"" 
     ""Muscle Building."" 
     ""Muscle Size &."" 
     Strength 
NUTRIARC      
MUSCLE MUSCLE MUSCLE   ""Rapid Muscle"" 
""MASS GAINER"" ""MASS GAINER"" ""MASS GAINER"" ""MASS GAINER""  Recovery 
609 1012g 200g 12g   
PROTEN 1012g     
100%     ""Reduce Muscle"" 
PUREINGREDIENTS     ""Reduce Muscle"" 
CHOCLATE      
MILKSHAKE     ""Break down"" 
    NETWLING  
",1012 g
83,https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,709627,item_weight,100 gram,71FVeRd2jqL," ""OF CHARGES""  
""RECHARGEABLE CELL 90OmAh"" DURACELL  
",
38,https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,71IUuTJ8QwL,"""Put durability,safety.and environmental protection first"" 
""Honeycomb Surface"" 
""Offers solid performance and ensures that"" 
""the yoga ball won't burst suddenly."" 
""Explosion-Proof Design"" 
""Provides the best protection and"" 
""prevents injuries."" 
""Environmentally Friendly Material"" 
""Just use it with confidence knowing it's made"" poI
""of environmentally friendly material."" 
""No Sticking"" 
""Rest assuredthat the surface won't stickto"" 
""your skin, clothing, floor, and much more."" 
""330lbs Load Bearing"" 
""Never worry about the load-bearing capacity"" 
""of this yoga ball as it can support up to 33Olbs"" 
",330 lbs
76,https://m.media-amazon.com/images/I/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,71Lpqdrpi4L,"""for boosting energy"" ""for boosting energy"" ""for boosting energy"" 
 ""All Natural""  
 Ingredients  
Improves DuantoClflletes Quantum ""Quick source""
Improves Naturals ""Quick source"" 
Digestion  ""of Energy"" 
 uantoMilletex  
""Delicious in"" "" MILLET SHORTBREAD"" ""Rich in fibre"" 
   
""Delicious in"" ""Sweetened with Date Syrup"" andvitamins 
taste  andvitamins 
   
 ""Net Weight200gm""  
""Contains superfood in"" ""Contains superfood in""  
""combination with Millets"" ""combination with Millets""  
 ""and Multigrains""  
",
65,https://m.media-amazon.com/images/I/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,71SuzaRS7gL,"STERMEE ""Powerful Lung Support"" ""Powerful Lung Support""  
  Respiratory  
Ee    
""HERBALDROPSOF DENDROBIUM"" cna.c5.am   
""AND PISTILUSEXTRACTS"" Net.30m   
""The herbal drops are absorbed under the""    
""tongue. The ingredients act on the lungs"" "" Eanng unction""   
 Canaiways Maximym  
""and respiratory system through the blood,"" Canaiways   
   Omu 
""stimulate and dilute the mucus in the trachea"" 30ml/1fl.oz  ""VEGAN-GMO FREEISO"" 
 ""VEGANGMO FREEISO"" ""VEGANGMO FREEISO""  
""and lungs, help expel sputum and lung residues""    
""within 2 hours, and dredge the airway.""    
",30 ml
93,https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram,71WLYfmMqQL,"""50 mg"" ""50 mg""  
""Sans OGM"" 250 comprimes 
 comprimes NPN80006007 
",50 mg
95,https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt,71XK5d3Oh9L,,
44,https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,71YyZ2iPyZL,"  Thickened 
  Glass 
  High-Quality 
  LEDs 
  Die-Cast 
 IP65 ""Alumium Frame"" 
30W IP65  
  Mental 
  Bracket 
",30 W
69,https://m.media-amazon.com/images/I/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,71ZtDgGX+iL,"  "" Chain Length: 48+5 cm"" "" Chain Length: 48+5 cm"" 
  ""Material: Titanium Steel"" ""Material: Titanium Steel"" 
  ""Size: 2013 mm""  
 M ""Weight: 8.1 g (About)"" ""Weight: 8.1 g (About)"" 
  ""Tips:The size of the product is measured manually"" ""Tips:The size of the product is measured manually"" 
""20 mm""  ""and may be subject to marginal error.""  
  Custom  
  Text  
    
    
""13 mm""    
",8.1 g
31,https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,71aKgRRQ2wL,"Ierdaungstronfien Carvomin   
1855g20ml Verdauungstropfen   
wendune ""18,55 g/20 ml""   
 ""Flussigkeit zum Einnehmen""   
akAUn    
  ""50 ml Wirkstoff As"" ""50 ml Wirkstoff As"" 
   Benediktenkrat 
  Carvomin Verdauungstucc 
  Verdauungstropfen ""keit enthalten"" 
  ""18,55 g/20 mI"" ""Mischung von "" 
 Wirkstoff: ""Flussigkeit zum"" ferminzblattem 
  ""Flussigkeit zum"" ""Enthalt 58 Va"" 
 ""Auszug aus einer Mischung"" Einnehmen ""mittel fur Kinde "" 
 ""von Angelikawurzeln,""  ""lagern.Das Ac"" 
 ""Benediktenkraut und""  ausschlieBlichar. 
 Pfefferminzblattern  ""dungsgebiet re"" 
   Krankheitssym.o 
 KLONGE  ""eine andere ng"" 
   tieren.Reg-. 
 PHARMA ""Zur Anwendung"" ""Klinge Pharma"" 
  ""bei Erwachsenen"" ""Klinge Pharma"" 
",18.55 g
74,https://m.media-amazon.com/images/I/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,71bvOuz9w1L," Naturals  
 OuantoMilletes  
 ""MILLET SHORTBREAD""  
   
 ""Sweetened with Date Syrup""  
   
  THY8 
GROUPS   
 ""Net Weight 200gn""  
",200 t
40,https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,71cjrYndwIL,"""SALMON DARK CIRCLE CONCEALER"" ""SALMON DARK CIRCLE CONCEALER""  
""This concentrated and creamy concealer"" ""This concentrated and creamy concealer"" ""This concentrated and creamy concealer"" 
""contains salmon ingredients which effectively"" ""contains salmon ingredients which effectively"" ""contains salmon ingredients which effectively"" 
""help conceal dark under eye circles and brighten"" ""help conceal dark under eye circles and brighten"" ""help conceal dark under eye circles and brighten"" 
""the eyes.""   
""To use : After applying your foundation, dispense an"" ""To use : After applying your foundation, dispense an"" ""To use : After applying your foundation, dispense an"" 
""adequate amount and gently tap onto dark circles around"" ""adequate amount and gently tap onto dark circles around"" ""adequate amount and gently tap onto dark circles around"" 
""your eye area""   
  #2 
""""""809221""""274243"" """"""809221""""274243""  
""Dist.SKINFOOD USA,INC.1 Technology Drive"" ""Dist.SKINFOOD USA,INC.1 Technology Drive"" ""Dist.SKINFOOD USA,INC.1 Technology Drive"" 
""Bldg.B, Suite B113 Irvine,California,92618"" ""Bldg.B, Suite B113 Irvine,California,92618"" ""Bldg.B, Suite B113 Irvine,California,92618"" 
www.theskinfood.com www.theskinfood.com ""10g/Net wt.0.35 oz"" 
""Made in Korea""   
""OPEN HERE"" ""OPEN HERE""  
",10 g
72,https://m.media-amazon.com/images/I/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,71dWDwMhWmS,"ENGUSH
",
86,https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,459516,item_weight,600 milligram,71duwM3SjpL,"""Clinically Proven Ashwagandha*""    
Supports TM Supports Supports 
""Stress & Anxiety Buster*"" J ""Stress & Anxiety Buster*"" ""Stress & Anxiety Buster*"" 
""Improve Sleep Quality*"" J ""Improve Sleep Quality*"" ""Improve Sleep Quality*"" 
""Strength & Stamina*""  ""Strength & Stamina*"" ""Strength & Stamina*"" 
KSM-66 KSM-66 KSM-66  
  R  
Ashwagandha    
""5% withanolides"" ""5% withanolides"" ""5% withanolides""  
   anti-caking 
   agents. 
Ashwagandha  Ashwagandha  
""Vcaps Plus"" ""Vcaps Plus"" ""Vcaps Plus""  
",
